2522125170,0.85,0.85,0.82,0.85,0.78,0.81,0.6,0.65,0.62,0.67,0.66,0.88,0.87,0.88,0.88,0.98,1,0.89,0.69,0.58,0.73,0.46,0.44,0.44,0.45,0.46,0.7,0.61,0.59
2519899511,0.9,0.91,0.86,0.89,0.83,0.86,0.56,0.67,0.63,0.67,0.67,0.9,0.89,0.9,0.92,0.89,0.89,1,0.71,0.6,0.74,0.51,0.49,0.49,0.49,0.5,0.79,0.72,0.7
2563366516,0.72,0.72,0.66,0.7,0.61,0.65,0.71,0.71,0.71,0.74,0.72,0.71,0.7,0.71,0.71,0.7,0.69,0.71,1,0.75,0.91,0.54,0.53,0.53,0.53,0.54,0.61,0.58,0.56
2563366509,0.64,0.65,0.63,0.66,0.48,0.62,0.37,0.49,0.46,0.48,0.51,0.66,0.61,0.65,0.65,0.59,0.58,0.6,0.75,1,0.78,0.43,0.43,0.43,0.44,0.44,0.43,0.38,0.32
2593339197,0.77,0.77,0.72,0.76,0.64,0.71,0.67,0.74,0.74,0.74,0.76,0.76,0.75,0.77,0.75,0.74,0.73,0.74,0.91,0.78,1,0.56,0.55,0.54,0.55,0.56,0.65,0.6,0.54
2510065054,0.59,0.57,0.55,0.57,0.61,0.6,0.48,0.64,0.58,0.57,0.6,0.47,0.5,0.5,0.47,0.46,0.46,0.51,0.54,0.43,0.56,1,0.97,0.97,0.97,0.97,0.59,0.55,0.52
2521172653,0.58,0.56,0.54,0.57,0.6,0.58,0.46,0.63,0.57,0.58,0.59,0.45,0.48,0.48,0.45,0.44,0.44,0.49,0.53,0.43,0.55,0.97,1,0.99,0.99,0.99,0.58,0.54,0.51
2519899642,0.57,0.55,0.54,0.56,0.6,0.58,0.46,0.62,0.57,0.57,0.59,0.45,0.48,0.48,0.45,0.44,0.44,0.49,0.53,0.43,0.54,0.97,0.99,1,0.99,0.99,0.58,0.53,0.5
2228664007,0.57,0.56,0.54,0.56,0.6,0.58,0.47,0.63,0.58,0.58,0.59,0.45,0.48,0.48,0.45,0.45,0.45,0.49,0.53,0.44,0.55,0.97,0.99,0.99,1,0.99,0.57,0.53,0.5
2517572232,0.58,0.57,0.55,0.57,0.61,0.59,0.47,0.64,0.59,0.58,0.6,0.46,0.49,0.48,0.46,0.45,0.46,0.5,0.54,0.44,0.56,0.97,0.99,0.99,0.99,1,0.58,0.53,0.5
2521172631,0.79,0.78,0.75,0.76,0.8,0.75,0.54,0.69,0.67,0.65,0.69,0.72,0.76,0.76,0.71,0.7,0.7,0.79,0.61,0.43,0.65,0.59,0.58,0.58,0.57,0.58,1,0.94,0.88
2593339195,0.72,0.71,0.66,0.67,0.71,0.65,0.51,0.63,0.6,0.6,0.62,0.65,0.7,0.7,0.65,0.62,0.61,0.72,0.58,0.38,0.6,0.55,0.54,0.53,0.53,0.53,0.94,1,0.94
2563366512,0.66,0.65,0.61,0.62,0.68,0.59,0.5,0.58,0.55,0.58,0.57,0.61,0.68,0.68,0.63,0.6,0.59,0.7,0.56,0.32,0.54,0.52,0.51,0.5,0.5,0.5,0.88,0.94,1
